reply_text,reply_username,reply_date,language,tweet_id
"সংকটের মুহূর্তে,জনগণের সবচেয়ে বেশি যা প্রয়োজন তা হল সমবেদনার নিরাময় স্পর্শ এবং আমাদের প্রতিনিধিদলের কাছে গভীরভাবে কৃতজ্ঞ যে তারা ঠিক তা প্রদান করেছেন।একজন জনপ্রতিনিধি হিসেবে,সর্বদাই তাদের প্রয়োজনের সময় জনগণের পাশে দাড়ানো। #AITCDelegationOnPoonch #AITCWorkers #WhiteBrigade",@BhaskarITSMCell,2025-05-25T04:25:57.000Z,bn,-1218090260875100000
সম্প্রতি সীমান্তবর্তী পুঞ্চ এবং রাজৌরি জেলা পরিদর্শনকারী  @AITCofficial  এর ৫সদস্যের প্রতিনিধিদলের প্রচেষ্টার জন্য কৃতজ্ঞ। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade,@North24PGS_BGM,2025-05-25T04:41:15.000Z,bn,-1218090260875100000
সম্প্রতি সীমান্তবর্তী পুঞ্চ এবং রাজৌরি জেলা পরিদর্শনকারী  @AITCofficial  এর ৫সদস্যের প্রতিনিধিদলের প্রচেষ্টার জন্য কৃতজ্ঞ। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade,@AMajumdrAITC,2025-05-25T04:52:48.000Z,bn,-1218090260875100000
"সংকটের মুহূর্তে,জনগণের সবচেয়ে বেশি যা প্রয়োজন তা হল সমবেদনার নিরাময় স্পর্শ এবং আমাদের প্রতিনিধিদলের কাছে গভীরভাবে কৃতজ্ঞ যে তারা ঠিক তা প্রদান করেছেন।একজন জনপ্রতিনিধি হিসেবে,সর্বদাই তাদের প্রয়োজনের সময় জনগণের পাশে দাড়ানো। #AITCDelegationOnPoonch #AITCWorkers #WhiteBrigade",@HomeAshirbad,2025-05-25T03:37:18.000Z,bn,-1218090260875100000
সম্প্রতি সীমান্তবর্তী পুঞ্চ এবং রাজৌরি জেলা পরিদর্শনকারী  @AITCofficial  এর ৫সদস্যের প্রতিনিধিদলের প্রচেষ্টার জন্য কৃতজ্ঞ। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade,@AbhishekAsopa8,2025-05-25T03:47:58.000Z,bn,-1218090260875100000
"পাকিস্তানের হামলার শিকার পুঞ্চে বসবাসকারী মানুষ।সন্ত্রাসীদের বোমা,গুলি রেয়াত করেনি কাউকেই।সেই পুঞ্চে ক্ষতিগ্রস্ত সাধারণ মানুষের সঙ্গে সাক্ষাৎ করলেন আমাদের প্রতিনিধিদলের সদস্যরা। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade",@AbhishekAsopa8,2025-05-25T03:48:20.000Z,bn,-1218090260875100000
. @AITCofficial  এর প্রতিনিধিদলটি রাজৌরির সরকারি মেডিকেল কলেজ পরিদর্শন করেছেন আহত এবং চিকিৎসাধীনদের খোঁজখবর নিতে।তারা উপস্থিত চিকিৎসকদের সাথে কথা বলেছেন এবং তাদের সেবার জন্য গভীর কৃতজ্ঞতা প্রকাশ করেছেন। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade,@AbhishekAsopa8,2025-05-25T03:48:37.000Z,bn,-1218090260875100000
"পাকিস্তানের হামলার শিকার পুঞ্চে বসবাসকারী মানুষ।সন্ত্রাসীদের বোমা,গুলি রেয়াত করেনি কাউকেই।সেই পুঞ্চে ক্ষতিগ্রস্ত সাধারণ মানুষের সঙ্গে সাক্ষাৎ করলেন আমাদের প্রতিনিধিদলের সদস্যরা। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade",@AMajumdrAITC,2025-05-25T04:53:07.000Z,bn,-1218090260875100000
". @AITCofficial  এর সদস্যরা শোকাহত পরিবারগুলির সাথে দেখা করেছেন,তাদের দুঃখ ভাগ করে নিয়েছেন এবং এই প্রচণ্ড যন্ত্রণার সময়ে সান্ত্বনা ও সমর্থন জানিয়েছেন। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade",@AMajumdrAITC,2025-05-25T04:53:24.000Z,bn,-1218090260875100000
. @AITCofficial  এর প্রতিনিধিদলটি রাজৌরির সরকারি মেডিকেল কলেজ পরিদর্শন করেছেন আহত এবং চিকিৎসাধীনদের খোঁজখবর নিতে।তারা উপস্থিত চিকিৎসকদের সাথে কথা বলেছেন এবং তাদের সেবার জন্য গভীর কৃতজ্ঞতা প্রকাশ করেছেন। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade,@AMajumdrAITC,2025-05-25T04:53:41.000Z,bn,-1218090260875100000
"সংকটের মুহূর্তে,জনগণের সবচেয়ে বেশি যা প্রয়োজন তা হল সমবেদনার নিরাময় স্পর্শ এবং আমাদের প্রতিনিধিদলের কাছে গভীরভাবে কৃতজ্ঞ যে তারা ঠিক তা প্রদান করেছেন।একজন জনপ্রতিনিধি হিসেবে,সর্বদাই তাদের প্রয়োজনের সময় জনগণের পাশে দাড়ানো। #AITCDelegationOnPoonch #AITCWorkers #WhiteBrigade",@AMajumdrAITC,2025-05-25T04:53:55.000Z,bn,-1218090260875100000
Heartfelt thanks to the AITC delegation ( @derekobrienmp  @sagarikaghose  @MdNadimulHaque6  @MamataThakurTMC  @ManasB_Official ) for standing tall in this critical moment.  The people of Bengal and India stand shoulder to shoulder with our co-citizens in the border villages of Kashmir.,@badsaaitc,2025-05-25T05:23:24.000Z,en,-1218090260875100000
সম্প্রতি সীমান্তবর্তী পুঞ্চ এবং রাজৌরি জেলা পরিদর্শনকারী  @AITCofficial  এর ৫সদস্যের প্রতিনিধিদলের প্রচেষ্টার জন্য কৃতজ্ঞ। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade,@AbhishekAsopa8,2025-05-25T03:47:58.000Z,bn,-1218090260875100000
"পাকিস্তানের হামলার শিকার পুঞ্চে বসবাসকারী মানুষ।সন্ত্রাসীদের বোমা,গুলি রেয়াত করেনি কাউকেই।সেই পুঞ্চে ক্ষতিগ্রস্ত সাধারণ মানুষের সঙ্গে সাক্ষাৎ করলেন আমাদের প্রতিনিধিদলের সদস্যরা। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade",@AbhishekAsopa8,2025-05-25T03:48:20.000Z,bn,-1218090260875100000
. @AITCofficial  এর প্রতিনিধিদলটি রাজৌরির সরকারি মেডিকেল কলেজ পরিদর্শন করেছেন আহত এবং চিকিৎসাধীনদের খোঁজখবর নিতে।তারা উপস্থিত চিকিৎসকদের সাথে কথা বলেছেন এবং তাদের সেবার জন্য গভীর কৃতজ্ঞতা প্রকাশ করেছেন। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade,@AbhishekAsopa8,2025-05-25T03:48:37.000Z,bn,-1218090260875100000
"পাকিস্তানের হামলার শিকার পুঞ্চে বসবাসকারী মানুষ।সন্ত্রাসীদের বোমা,গুলি রেয়াত করেনি কাউকেই।সেই পুঞ্চে ক্ষতিগ্রস্ত সাধারণ মানুষের সঙ্গে সাক্ষাৎ করলেন আমাদের প্রতিনিধিদলের সদস্যরা। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade",@AMajumdrAITC,2025-05-25T04:53:07.000Z,bn,-1218090260875100000
". @AITCofficial  এর সদস্যরা শোকাহত পরিবারগুলির সাথে দেখা করেছেন,তাদের দুঃখ ভাগ করে নিয়েছেন এবং এই প্রচণ্ড যন্ত্রণার সময়ে সান্ত্বনা ও সমর্থন জানিয়েছেন। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade",@AMajumdrAITC,2025-05-25T04:53:24.000Z,bn,-1218090260875100000
. @AITCofficial  এর প্রতিনিধিদলটি রাজৌরির সরকারি মেডিকেল কলেজ পরিদর্শন করেছেন আহত এবং চিকিৎসাধীনদের খোঁজখবর নিতে।তারা উপস্থিত চিকিৎসকদের সাথে কথা বলেছেন এবং তাদের সেবার জন্য গভীর কৃতজ্ঞতা প্রকাশ করেছেন। #AITCDelegationOnPoonch #AITCITSMCell #SocialMedia  #AITCWorkers #WhiteBrigade,@AMajumdrAITC,2025-05-25T04:53:41.000Z,bn,-1218090260875100000
"সংকটের মুহূর্তে,জনগণের সবচেয়ে বেশি যা প্রয়োজন তা হল সমবেদনার নিরাময় স্পর্শ এবং আমাদের প্রতিনিধিদলের কাছে গভীরভাবে কৃতজ্ঞ যে তারা ঠিক তা প্রদান করেছেন।একজন জনপ্রতিনিধি হিসেবে,সর্বদাই তাদের প্রয়োজনের সময় জনগণের পাশে দাড়ানো। #AITCDelegationOnPoonch #AITCWorkers #WhiteBrigade",@AMajumdrAITC,2025-05-25T04:53:55.000Z,bn,-1218090260875100000
Heartfelt thanks to the AITC delegation ( @derekobrienmp  @sagarikaghose  @MdNadimulHaque6  @MamataThakurTMC  @ManasB_Official ) for standing tall in this critical moment.  The people of Bengal and India stand shoulder to shoulder with our co-citizens in the border villages of Kashmir.,@badsaaitc,2025-05-25T05:23:24.000Z,en,-1218090260875100000
Modi ji hai to sab kuch possible hai,@Randhir__RR,2025-05-14T09:14:37.000Z,hi,-1493431455129040100
"Didi, please think about the security of the state. Request you to take strong action against illegal Bangladeshi settlers.",@_naveenish,2025-05-14T07:55:59.000Z,en,-1493431455129040100
BSF jawan Purnam Kumar Shaw has returned home.  Hon'ble  @MamataOfficial  didi has always been by his family's side & has provided all possible support. Today Purnam Kumar Shaw’s wife thanked West Bengal Chief Minister Smt. Mamata Banerjee.  Jai Hind!,@titu_dipankar,2025-05-14T08:28:42.000Z,en,-1493431455129040100
A true states leader!! Thank you didi.,@SanghamitraLIVE,2025-05-14T09:32:42.000Z,en,-1493431455129040100
"Hallo Jihadi Begum, don't take credit. You did nothing. BSF saved him.",@BharatSenaAk,2025-05-14T13:56:59.000Z,en,-1493431455129040100
He is not from Bangladesh. I think your happiness is misplaced.,@_roydebasis,2025-05-14T09:30:54.000Z,en,-1493431455129040100
All propaganda gimmick.   Here is what the wife of BSF jawan said. She no where mentions the name of Mamata Banerjee.,@Pip_Quips,2025-05-14T08:51:57.000Z,en,-1493431455129040100
Bharat mata ki jai,@Basant_Khedia,2025-05-14T08:01:44.000Z,hi,-1493431455129040100
