raw_text,cleaned_text,analyzed_text,tweet_text,reply_username,reply_date,tweet_id,language,coarse_sentiment,fine_sentiment,confidence,relevance_score,relevance_label
Thanks to pakistan for their kind gesture - Mamata khatun,Thanks to pakistan for their kind gesture - Mamata khatun,Thanks to pakistan for their kind gesture - Mamata khatun,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@chetan1994,2025-05-14T08:07:00.000Z,-1493431455129040100,en,positive,praise,0.58,0.43,unrelated
"Good. Stay sane, didi.","Good. Stay sane, didi.","Good. Stay sane, didi.","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@lacanpoe,2025-05-14T08:07:42.000Z,-1493431455129040100,so,positive,support,0.8,0.19,unrelated
I'm happy about BSF jawan...,I'm happy about BSF jawan...,I'm happy about BSF jawan...,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@thelonelymammal,2025-05-14T08:10:46.000Z,-1493431455129040100,id,positive,praise,0.75,0.5,related
Please thank to Shri  @narendramodi  ji! This wouldn’t have been possible without him!,Please thank to Shri @narendramodi ji! This wouldn t have been possible without him!,Please thank to Shri @narendramodi ji! This wouldn t have been possible without him!,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@AbCDEf56782322,2025-05-14T08:11:46.000Z,-1493431455129040100,en,positive,praise,0.53,0.53,related
"Some months ago, you were making baseless allegations against BSF.","Some months ago, you were making baseless allegations against BSF.","Some months ago, you were making baseless allegations against BSF.","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@Mayurisn345,2025-05-14T08:12:08.000Z,-1493431455129040100,en,negative,criticism,0.71,0.04,unrelated
#thankyoudidi,#thankyoudidi,#thankyoudidi,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@DidirSanu,2025-05-14T08:12:34.000Z,-1493431455129040100,en,positive,praise,0.53,0.35,unrelated
We all know how you and your party treats BSF,We all know how you and your party treats BSF,We all know how you and your party treats BSF,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@jos_butler0307,2025-05-14T08:12:52.000Z,-1493431455129040100,en,neutral,criticism,0.65,0.2,unrelated
Ha ha,Ha ha,Ha ha,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@agnihotri_45386,2025-05-15T02:07:09.000Z,-1493431455129040100,so,neutral,criticism,0.43,0.15,unrelated
"U r hypocrisy is exposed, border fencing is opposed by ur government and here u show ur fake gratitude,  u could do nothing to safeguard Hindus in Murshidabad,  What kinda CM are u","U r hypocrisy is exposed, border fencing is opposed by ur government and here u show ur fake gratitude, u could do nothing to safeguard Hindus in Murshidabad, What kinda CM are u","U r hypocrisy is exposed, border fencing is opposed by ur government and here u show ur fake gratitude, u could do nothing to safeguard Hindus in Murshidabad, What kinda CM are u","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@AJKumarPa,2025-05-15T02:07:42.000Z,-1493431455129040100,en,negative,criticism,0.9,0.36,unrelated
"আমরা আনন্দিত আমাদের ঘরের ছেলে ঘরে ফিরলেন, ধন্যবাদ জ্ঞাপন করছি মাননীয় মুখ্যমন্ত্রী মমতা বন্দ্যোপাধ্যায়কে তিনি সর্বদা পরিবারের পাশে ছিলেন, ততসহ আমরা গর্বিত ও অহংকৃত এমন মানবিক মুখ্যমন্ত্রীর জন্যে।","আমরা আনন্দিত আমাদের ঘরের ছেলে ঘরে ফিরলেন, ধন্যবাদ জ্ঞাপন করছি মাননীয় মুখ্যমন্ত্রী মমতা বন্দ্যোপাধ্যায়কে তিনি সর্বদা পরিবারের পাশে ছিলেন, ততসহ আমরা গর্বিত ও অহংকৃত এমন মানবিক মুখ্যমন্ত্রীর জন্যে।","আমরা আনন্দিত আমাদের ঘরের ছেলে ঘরে ফিরলেন, ধন্যবাদ জ্ঞাপন করছি মাননীয় মুখ্যমন্ত্রী মমতা বন্দ্যোপাধ্যায়কে তিনি সর্বদা পরিবারের পাশে ছিলেন, ততসহ আমরা গর্বিত ও অহংকৃত এমন মানবিক মুখ্যমন্ত্রীর জন্যে।","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@MohiniB32121022,2025-05-15T02:28:07.000Z,-1493431455129040100,bn,positive,criticism,0.63,0.38,unrelated
Modi Hai To Mumkin Hai,Modi Hai To Mumkin Hai,Modi Hai To Mumkin Hai,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@aanandsg,2025-05-15T02:42:20.000Z,-1493431455129040100,sw,neutral,praise,0.38,0.44,unrelated
You don’t have any credit. Your tmc cadres r praising you. U never credited Foreign secretary. This is your habit and nature. SHAME,You don t have any credit. Your tmc cadres r praising you. U never credited Foreign secretary. This is your habit and nature. SHAME,You don t have any credit. Your tmc cadres r praising you. U never credited Foreign secretary. This is your habit and nature. SHAME,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@arindamsecret,2025-05-15T02:51:05.000Z,-1493431455129040100,en,negative,insult,0.92,0.18,unrelated
মদিজি আমার সিঁদুর আমাকে ফিরিয়ে দিয়েছে। এটাই রজনী সাও বলেছে। মমতার ক্রেডিট নেই।,মদিজি আমার সিঁদুর আমাকে ফিরিয়ে দিয়েছে। এটাই রজনী সাও বলেছে। মমতার ক্রেডিট নেই।,মদিজি আমার সিঁদুর আমাকে ফিরিয়ে দিয়েছে। এটাই রজনী সাও বলেছে। মমতার ক্রেডিট নেই।,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@arindamsecret,2025-05-15T02:55:47.000Z,-1493431455129040100,bn,neutral,insult,0.4,0.27,unrelated
Modi Ji h to sab chees Possible hai .. This is a Final Statement....,Modi Ji h to sab chees Possible hai .. This is a Final Statement....,Modi Ji h to sab chees Possible hai .. This is a Final Statement....,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@sumanta2011c,2025-05-15T03:34:02.000Z,-1493431455129040100,en,positive,support,0.41,0.32,unrelated
